NSE,CIPLA-EQ,694
NSE,LUPIN-EQ,10440
NSE,DIVSILAB-EQ,10940
NSE,SUNPharma-EQ,3351
NSE,AURB,275
NSE,SBIN-EQ,3045
NSE,BANKBARODA-EQ,4668
NSE,BANKINDIA-EQ,4745
NSE,KOTAKBANK-EQ,1922
NSE,NTPC-EQ,11630
NSE,ICICBANK,4963
